modelo,tipo,ticker,experimento,C,val_f1_macro,val_f1_buy,val_f1_sell,test_f1_macro,test_f1_buy,test_f1_sell,test_f1_buy_sell_avg,signal_pct_buy,signal_pct_hold,signal_pct_sell,cumul_return_test,return_vs_bh_test,sharpe_test,max_drawdown_test,win_rate_test,profit_factor_test,config_id,fuente,lookback,n_features,l1_ratio,n_seeds,test_f1_hold,test_accuracy,test_signal_buy,test_signal_hold,test_signal_sell
LogisticRegression,por_ticker,AAPL,A,0.1,0.4064,0.3713,0.3004,0.363,0.2972,0.3049,0.301,,,,0.3826,-0.1023,0.6623,-0.2,0.4774,1.1799,LR-02-elasticnet-all,optimizado,,61.0,0.8,5.0,0.487,0.38,21.6,42.6,35.8
LogisticRegression,por_ticker,NVDA,A,0.01,0.3834,0.3792,0.323,0.305,0.013,0.3515,0.1823,,,,-0.5274,-3.423,-0.9754,-0.5417,0.4444,0.7652,LR-02-elasticnet-all,optimizado,,61.0,0.2,5.0,0.5504,0.402,0.4,62.2,37.4
LogisticRegression,por_ticker,TSLA,A,0.01,0.3771,0.3574,0.2805,0.3983,0.3311,0.3394,0.3352,,,,1.0873,0.258,0.6855,-0.3947,0.5625,1.1717,LR-02-elasticnet-all,optimizado,,61.0,0.5,5.0,0.5246,0.416,28.8,45.6,25.6
LogisticRegression,por_ticker,AMZN,A,0.01,0.3716,0.4222,0.2026,0.3345,0.2415,0.1991,0.2203,,,,0.1959,-0.355,0.4176,-0.2097,0.5077,1.1541,LR-02-elasticnet-all,optimizado,,61.0,0.5,5.0,0.5629,0.416,11.8,74.0,14.2
LogisticRegression,por_ticker,MSFT,A,0.01,0.3913,0.4236,0.2283,0.3496,0.3523,0.1932,0.2728,,,,0.1891,-0.1449,0.4704,-0.2776,0.5259,1.1233,LR-02-elasticnet-all,optimizado,,61.0,0.8,5.0,0.5034,0.386,42.6,46.0,11.4
LogisticRegression,por_ticker,GOOGL,A,0.01,0.3846,0.4251,0.172,0.3716,0.3478,0.2259,0.2869,,,,-0.2108,-1.4994,-0.5141,-0.3588,0.4894,0.8798,LR-02-elasticnet-all,optimizado,,61.0,0.8,5.0,0.5411,0.408,28.8,53.0,18.2
LogisticRegression,por_ticker,META,A,0.01,0.3631,0.4178,0.1404,0.3593,0.351,0.2194,0.2852,,,,-0.0565,-0.993,-0.0995,-0.3206,0.4754,0.974,LR-02-elasticnet-all,optimizado,,61.0,0.8,5.0,0.5076,0.392,32.2,51.2,16.6
LogisticRegression,global,GLOBAL,A,0.01,0.3789,0.3785,0.2512,0.38,0.2824,0.3801,0.3313,,,,4.8728,-91.1589,0.3607,-0.6928,0.5095,1.0903,LR-02-elasticnet-all,optimizado,,61.0,0.2,5.0,0.4774,0.3951,20.0,39.6,40.4
LogisticRegression,por_ticker,AAPL,B,0.1,0.3424,0.2202,0.3371,0.3949,0.2969,0.3804,0.3386,,,,0.4932,0.3683,1.3751,-0.1679,0.5099,1.4106,LR-02-elasticnet-all,optimizado,,61.0,0.2,5.0,0.5073,0.4113,25.8,39.1,35.1
LogisticRegression,por_ticker,NVDA,B,0.01,0.3783,0.3226,0.3626,0.4305,0.2887,0.4327,0.3607,,,,1.8705,1.5142,2.3714,-0.1949,0.5612,1.7699,LR-02-elasticnet-all,optimizado,,61.0,0.2,5.0,0.5702,0.4677,11.7,44.0,44.4
LogisticRegression,por_ticker,TSLA,B,0.1,0.3585,0.3359,0.3936,0.3658,0.224,0.4086,0.3163,,,,-0.1977,-0.3958,-0.3887,-0.4301,0.5263,0.9229,LR-02-elasticnet-all,optimizado,,61.0,0.2,5.0,0.4649,0.3831,22.6,31.0,46.4
LogisticRegression,por_ticker,AMZN,B,0.1,0.3529,0.1616,0.3596,0.4297,0.297,0.4694,0.3832,,,,0.7,0.6441,1.7075,-0.1304,0.5578,1.4823,LR-02-elasticnet-all,optimizado,,61.0,0.5,5.0,0.5226,0.4556,11.7,40.7,47.6
LogisticRegression,por_ticker,MSFT,B,0.1,0.3624,0.2759,0.3,0.3747,0.2645,0.3056,0.285,,,,0.0162,-0.157,0.0774,-0.2525,0.459,1.0206,LR-02-elasticnet-all,optimizado,,61.0,0.8,5.0,0.5541,0.4113,21.4,50.8,27.8
LogisticRegression,por_ticker,GOOGL,B,0.1,0.3752,0.1915,0.4433,0.387,0.315,0.3978,0.3564,,,,-0.0994,-0.7627,-0.3744,-0.3558,0.5031,0.9254,LR-02-elasticnet-all,optimizado,,61.0,0.2,5.0,0.4481,0.3952,19.8,34.3,46.0
LogisticRegression,por_ticker,META,B,0.01,0.3566,0.2969,0.2791,0.3865,0.3576,0.254,0.3058,,,,-0.0918,-0.2066,-0.3038,-0.3341,0.424,0.926,LR-02-elasticnet-all,optimizado,,61.0,0.5,5.0,0.5479,0.4153,31.9,49.6,18.5
LogisticRegression,global,GLOBAL,B,0.01,0.3636,0.301,0.3143,0.4167,0.3527,0.3459,0.3493,,,,20.5587,17.3595,1.2516,-0.4191,0.5156,1.378,LR-02-elasticnet-all,optimizado,,61.0,0.8,5.0,0.5516,0.4407,23.3,48.3,28.4
LogisticRegression,por_ticker,AAPL,C,0.1,0.3465,0.281,0.2585,0.3686,0.3172,0.3056,0.3114,,,,0.1952,0.0703,0.6111,-0.1285,0.5168,1.1663,LR-02-elasticnet-all,optimizado,,61.0,0.5,5.0,0.4831,0.3831,32.7,39.9,27.4
LogisticRegression,por_ticker,NVDA,C,0.01,0.3192,0.2256,0.2968,0.299,0.0,0.4184,0.2092,,,,-0.0738,-0.4301,-0.1636,-0.4478,0.4804,0.9662,LR-02-elasticnet-all,optimizado,,61.0,0.5,5.0,0.4787,0.3831,0.4,27.8,71.8
LogisticRegression,por_ticker,TSLA,C,1.0,0.3519,0.2373,0.3669,0.3587,0.256,0.3979,0.327,,,,0.307,0.1088,0.4696,-0.381,0.4886,1.1005,LR-02-elasticnet-all,optimizado,,61.0,0.2,5.0,0.4222,0.371,22.6,29.0,48.4
LogisticRegression,por_ticker,AMZN,C,10.0,0.351,0.1163,0.3905,0.379,0.2569,0.4236,0.3403,,,,0.1902,0.1343,0.5976,-0.2065,0.5309,1.1406,LR-02-elasticnet-all,optimizado,,61.0,0.2,5.0,0.4565,0.3992,14.9,34.7,50.4
LogisticRegression,por_ticker,MSFT,C,0.1,0.3402,0.2205,0.3204,0.3824,0.2456,0.3394,0.2925,,,,-0.1048,-0.278,-0.5221,-0.311,0.4118,0.879,LR-02-elasticnet-all,optimizado,,61.0,0.5,5.0,0.5622,0.4153,18.5,45.2,36.3
LogisticRegression,por_ticker,GOOGL,C,1.0,0.3502,0.1395,0.4312,0.3563,0.3857,0.4126,0.3991,,,,0.2375,-0.4258,0.6858,-0.3522,0.5352,1.135,LR-02-elasticnet-all,optimizado,,61.0,0.8,5.0,0.2707,0.3669,25.0,14.1,60.9
LogisticRegression,por_ticker,META,C,0.01,0.2776,0.3636,0.0,0.3572,0.3827,0.1935,0.2881,,,,-0.3261,-0.4409,-1.2998,-0.442,0.4179,0.7307,LR-02-elasticnet-all,optimizado,,61.0,0.5,5.0,0.4952,0.3831,36.3,46.0,17.7
LogisticRegression,global,GLOBAL,C,0.01,0.3704,0.306,0.3288,0.3955,0.3355,0.3104,0.3229,,,,4.2426,1.0434,0.683,-0.4998,0.5022,1.1939,LR-02-elasticnet-all,optimizado,,61.0,0.8,5.0,0.5406,0.4217,25.6,48.6,25.7
LSTM,por_ticker,AAPL,A,,0.3715,0.3433,0.2381,0.3515,0.2557,0.2318,0.2437,,,,-0.1886,-0.6835,-0.5488,-0.3097,0.5058,0.8433,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.5669,0.4146,17.1,64.2,18.8
LSTM,por_ticker,NVDA,A,,0.3509,0.3435,0.0966,0.293,0.0,0.3208,0.1604,,,,-0.4164,-2.4662,-0.8122,-0.4509,0.4351,0.7859,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.5583,0.4021,0.2,67.9,31.9
LSTM,por_ticker,TSLA,A,,0.3297,0.2868,0.1863,0.3544,0.2762,0.2759,0.276,,,,1.176,-0.2503,0.9569,-0.3596,0.55,1.306,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.5112,0.3958,18.3,62.5,19.2
LSTM,por_ticker,AMZN,A,,0.3573,0.3559,0.2966,0.3506,0.2146,0.2921,0.2534,,,,-0.0459,-0.5442,-0.1112,-0.2423,0.4757,0.9695,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.5451,0.4042,12.9,61.5,25.6
LSTM,por_ticker,MSFT,A,,0.3541,0.3415,0.3232,0.3972,0.3282,0.4072,0.3677,,,,0.3615,0.1171,0.8299,-0.1249,0.5538,1.2,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.456,0.4042,27.1,34.2,38.8
LSTM,por_ticker,GOOGL,A,,0.3548,0.4037,0.2214,0.3505,0.288,0.2781,0.2831,,,,-0.3386,-1.5957,-0.9701,-0.4683,0.4479,0.8044,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.4853,0.3688,21.0,46.0,32.9
LSTM,por_ticker,META,A,,0.3376,0.4274,0.0556,0.3425,0.3764,0.0952,0.2358,,,,-0.0957,-0.8146,-0.1995,-0.2562,0.48,0.9422,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.556,0.4146,28.7,63.5,7.7
LSTM,global,GLOBAL,A,,0.3589,,,0.3361,0.1585,0.3016,0.2301,,,,-0.5403,-79.5566,-0.2096,-0.689,0.4969,0.9349,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.5482,0.4071,8.2,66.9,25.0
LSTM,por_ticker,AAPL,C,,0.2624,0.4074,0.0,0.3218,0.4286,0.0779,0.2532,,,,0.2452,0.0421,0.8068,-0.3022,0.5616,1.2236,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.459,0.3816,60.1,36.0,3.9
LSTM,por_ticker,NVDA,C,,0.2353,0.0,0.5017,0.2772,0.0,0.37,0.185,,,,-0.1633,-0.7713,-0.4782,-0.3817,0.4595,0.9007,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.4615,0.3596,0.0,35.1,64.9
LSTM,por_ticker,TSLA,C,,0.2554,0.4123,0.0286,0.2987,0.3738,0.0571,0.2155,,,,-0.2433,-0.4277,-0.5263,-0.4244,0.4872,0.8967,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.4651,0.3596,65.8,31.6,2.6
LSTM,por_ticker,AMZN,C,,0.2252,0.0964,0.0513,0.3634,0.3411,0.2157,0.2784,,,,0.1189,0.1395,0.4689,-0.2212,0.4731,1.1389,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.5333,0.4079,28.5,59.2,12.3
LSTM,por_ticker,MSFT,C,,0.3337,0.3115,0.3353,0.311,0.2937,0.1593,0.2265,,,,-0.15,-0.345,-0.8891,-0.188,0.4567,0.7951,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.48,0.3421,35.5,44.3,20.2
LSTM,por_ticker,GOOGL,C,,0.3719,0.3407,0.3134,0.377,0.4161,0.1149,0.2655,,,,0.1162,-0.4495,0.4663,-0.2243,0.4804,1.123,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.6,0.4474,35.1,55.3,9.6
LSTM,por_ticker,META,C,,0.3154,0.0857,0.3053,0.3096,0.0312,0.4103,0.2208,,,,0.124,0.1662,0.3879,-0.2846,0.4711,1.1055,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.4873,0.3904,0.4,46.9,52.6
LSTM,global,GLOBAL,C,,0.3707,,,0.3702,0.3565,0.2806,0.3186,,,,0.4494,-2.5727,0.1627,-0.6315,0.4959,1.039,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.4735,0.3828,34.5,38.3,27.1
LSTM,por_ticker,AAPL,A,,0.3499,0.2946,0.2077,0.3481,0.2186,0.2566,0.2376,,,,-0.1873,-0.7928,-0.5938,-0.2562,0.4679,0.8255,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.569,0.4159,13.0,64.5,22.5
LSTM,por_ticker,NVDA,A,,0.3077,0.3875,0.0,0.3844,0.2797,0.3064,0.293,,,,-0.5421,-1.6187,-1.0536,-0.6308,0.4695,0.7707,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.5672,0.4205,24.3,51.6,24.1
LSTM,por_ticker,TSLA,A,,0.3462,0.2731,0.2667,0.3634,0.2365,0.3359,0.2862,,,,1.038,-0.5471,0.8552,-0.4707,0.5445,1.2459,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.5178,0.4,14.1,56.6,29.3
LSTM,por_ticker,AMZN,A,,0.2748,0.4317,0.0,0.3188,0.4567,0.0429,0.2498,,,,0.6644,0.3753,1.1266,-0.2823,0.5613,1.2939,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.4568,0.3909,56.4,42.5,1.1
LSTM,por_ticker,MSFT,A,,0.2924,0.3865,0.0,0.3043,0.381,0.0,0.1905,,,,0.0482,-0.1256,0.1513,-0.1402,0.5346,1.0387,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.532,0.3909,49.3,50.7,0.0
LSTM,por_ticker,GOOGL,A,,0.3401,0.367,0.2288,0.37,0.2396,0.3905,0.3151,,,,-0.0575,-1.1526,-0.1406,-0.3072,0.4542,0.9703,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.48,0.3932,13.0,40.5,46.6
LSTM,por_ticker,META,A,,0.305,0.3964,0.0,0.3271,0.4063,0.04,0.2232,,,,0.1554,-0.2242,0.2893,-0.335,0.5121,1.0788,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.5349,0.4045,43.9,53.0,3.2
LSTM,global,GLOBAL,A,,0.3338,,,0.3388,0.2202,0.2469,0.2336,,,,0.7346,-35.9596,0.17,-0.4488,0.5074,1.0576,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.5493,0.4075,13.1,69.4,17.6
LSTM,por_ticker,AAPL,C,,0.1981,0.453,0.0,0.1833,0.3814,0.1471,0.2642,,,,0.2726,0.0449,0.9842,-0.2299,0.5519,1.2383,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.0215,0.25,90.4,2.7,6.9
LSTM,por_ticker,NVDA,C,,0.1744,0.0,0.5231,0.1445,0.0,0.3426,0.1713,,,,-0.4304,-1.1333,-1.832,-0.5583,0.44,0.7076,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.0909,0.2234,0.0,6.9,93.1
LSTM,por_ticker,TSLA,C,,0.1818,0.5455,0.0,0.1423,0.4268,0.0,0.2134,,,,0.6927,0.0,1.1823,-0.2155,0.5372,1.2284,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.0,0.2713,100.0,0.0,0.0
LSTM,por_ticker,AMZN,C,,0.3567,0.4125,0.3529,0.3195,0.4,0.3363,0.3681,,,,0.3109,0.1008,1.0838,-0.1577,0.5188,1.2448,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.2222,0.3298,54.3,14.9,30.9
LSTM,por_ticker,MSFT,C,,0.3251,0.2,0.3529,0.3318,0.1017,0.3465,0.2241,,,,-0.0963,-0.3787,-0.6833,-0.2374,0.4691,0.8125,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.5474,0.4096,2.7,56.9,40.4
LSTM,por_ticker,GOOGL,C,,0.2222,0.2151,0.4516,0.2037,0.2697,0.3415,0.3056,,,,-0.3679,-1.3716,-1.9325,-0.4667,0.4309,0.7125,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.0,0.25,16.5,0.0,83.5
LSTM,por_ticker,META,C,,0.3947,0.4444,0.322,0.3099,0.2947,0.3827,0.3387,,,,-0.0045,-0.1435,-0.0162,-0.3111,0.5,0.9963,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.2521,0.3191,23.9,21.3,54.8
LSTM,global,GLOBAL,C,,0.3661,,,0.3517,0.3397,0.2826,0.3112,,,,0.8742,-10.6577,0.3431,-0.548,0.4856,1.0851,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.4329,0.3602,28.0,36.5,35.5
LSTM,por_ticker,AAPL,B,,0.2785,0.3281,0.0,0.351,0.3019,0.1842,0.243,,,,-0.1302,-0.3579,-0.6222,-0.3464,0.5366,0.8249,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.567,0.4149,32.4,56.4,11.2
LSTM,por_ticker,NVDA,B,,0.2973,0.1389,0.4865,0.3011,0.0377,0.3625,0.2001,,,,-0.304,-1.0068,-1.2592,-0.4477,0.4508,0.7537,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.5031,0.3777,1.6,35.1,63.3
LSTM,por_ticker,TSLA,B,,0.2618,0.5091,0.2222,0.2913,0.3529,0.2667,0.3098,,,,-0.1339,-0.8266,-0.3348,-0.3979,0.4815,0.9391,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.2542,0.2979,54.3,13.8,31.9
LSTM,por_ticker,AMZN,B,,0.2951,0.5048,0.1212,0.2493,0.4393,0.125,0.2821,,,,0.3218,0.1118,1.1531,-0.1464,0.5588,1.2458,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.1837,0.3191,85.6,9.6,4.8
LSTM,por_ticker,MSFT,B,,0.2568,0.0,0.4444,0.3153,0.0,0.4364,0.2182,,,,-0.0981,-0.3805,-0.6602,-0.2296,0.4737,0.8457,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.5096,0.4043,0.0,39.4,60.6
LSTM,por_ticker,GOOGL,B,,0.3285,0.2927,0.2957,0.4147,0.4386,0.234,0.3363,,,,0.0315,-0.9722,0.1603,-0.2531,0.5098,1.0376,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.5714,0.4468,29.8,45.7,24.5
LSTM,por_ticker,META,B,,0.3681,0.3226,0.3387,0.3006,0.2308,0.3333,0.2821,,,,0.2543,0.1153,0.8312,-0.1904,0.5462,1.2397,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.3378,0.3138,14.9,36.7,48.4
LSTM,global,GLOBAL,B,,0.3657,,,0.37,0.3013,0.2861,0.2937,,,,1.1594,-10.3725,0.4327,-0.4064,0.4914,1.12,LSTM-02-bi,optimizado,60.0,61.0,,3.0,0.5225,0.3997,24.0,47.1,28.9
LSTM,por_ticker,AAPL,B,,0.2993,0.3889,0.0278,0.3515,0.3206,0.2051,0.2629,,,,-0.3459,-0.549,-1.6012,-0.4549,0.4628,0.6444,LSTM-01-stack,optimizado,20.0,61.0,,3.0,0.5288,0.386,31.6,46.9,21.5
LSTM,por_ticker,NVDA,B,,0.2636,0.0,0.472,0.3149,0.0606,0.3696,0.2151,,,,0.0196,-0.5885,0.053,-0.4121,0.4672,1.0121,LSTM-01-stack,optimizado,20.0,61.0,,3.0,0.5146,0.3904,2.2,39.9,57.9
LSTM,por_ticker,TSLA,B,,0.1842,0.524,0.0286,0.1425,0.4276,0.0,0.2138,,,,0.0088,-0.1756,0.0152,-0.5182,0.5044,1.0026,LSTM-01-stack,optimizado,20.0,61.0,,3.0,0.0,0.2719,99.1,0.0,0.9
LSTM,por_ticker,AMZN,B,,0.4019,0.4179,0.2353,0.3406,0.375,0.1667,0.2708,,,,0.1645,0.1851,0.6018,-0.2782,0.5,1.1585,LSTM-01-stack,optimizado,20.0,61.0,,3.0,0.48,0.3772,42.1,48.2,9.6
LSTM,por_ticker,MSFT,B,,0.3161,0.1882,0.3275,0.3668,0.186,0.3926,0.2893,,,,0.1131,-0.0819,0.5824,-0.1878,0.4667,1.1626,LSTM-01-stack,optimizado,20.0,61.0,,3.0,0.5217,0.4123,10.5,47.4,42.1
LSTM,por_ticker,GOOGL,B,,0.3203,0.2787,0.2336,0.3722,0.3636,0.1573,0.2605,,,,0.067,-0.4987,0.3199,-0.2217,0.4943,1.0895,LSTM-01-stack,optimizado,20.0,61.0,,3.0,0.5957,0.443,27.6,61.8,10.5
LSTM,por_ticker,META,B,,0.3053,0.1795,0.1573,0.3623,0.3048,0.2202,0.2625,,,,-0.2001,-0.158,-0.8458,-0.2053,0.5,0.7706,LSTM-01-stack,optimizado,20.0,61.0,,3.0,0.562,0.4211,18.4,66.7,14.9
LSTM,global,GLOBAL,B,,0.3253,,,0.3602,0.3733,0.1447,0.259,,,,0.6841,-2.338,0.2445,-0.551,0.5116,1.0695,LSTM-01-stack,optimizado,20.0,61.0,,3.0,0.5626,0.4217,37.1,53.9,9.0
LSTM,por_ticker,AAPL,B,,0.3003,0.4337,0.0,0.3,0.3973,0.0,0.1986,,,,0.2252,-0.0025,0.8902,-0.2299,0.5941,1.2858,LSTM-01-stack,optimizado,60.0,61.0,,3.0,0.5029,0.3883,53.7,46.3,0.0
LSTM,por_ticker,NVDA,B,,0.2882,0.0,0.5024,0.3024,0.0,0.32,0.16,,,,-0.2507,-0.9536,-1.1113,-0.3859,0.4524,0.7336,LSTM-01-stack,optimizado,60.0,61.0,,3.0,0.5871,0.4202,0.0,55.3,44.7
LSTM,por_ticker,TSLA,B,,0.2657,0.5506,0.2466,0.188,0.4306,0.1333,0.282,,,,0.1869,-0.5058,0.3839,-0.4128,0.5053,1.069,LSTM-01-stack,optimizado,60.0,61.0,,3.0,0.0,0.266,84.0,0.0,16.0
LSTM,por_ticker,AMZN,B,,0.3606,0.4337,0.2051,0.343,0.4524,0.1765,0.3144,,,,0.5545,0.3445,2.0029,-0.1464,0.5547,1.5574,LSTM-01-stack,optimizado,60.0,61.0,,3.0,0.4,0.383,61.2,31.9,6.9
LSTM,por_ticker,MSFT,B,,0.3446,0.2532,0.3333,0.3263,0.1143,0.322,0.2182,,,,-0.0723,-0.3546,-0.5013,-0.1961,0.3735,0.8613,LSTM-01-stack,optimizado,60.0,61.0,,3.0,0.5426,0.3936,8.5,55.9,35.6
LSTM,por_ticker,GOOGL,B,,0.31,0.1944,0.3262,0.3247,0.1867,0.172,0.1794,,,,-0.2898,-1.2935,-2.014,-0.358,0.371,0.5425,LSTM-01-stack,optimizado,60.0,61.0,,3.0,0.6154,0.4202,9.0,67.0,23.9
LSTM,por_ticker,META,B,,0.4006,0.274,0.375,0.2811,0.0,0.3636,0.1818,,,,-0.1964,-0.3354,-0.8116,-0.4363,0.4583,0.7987,LSTM-01-stack,optimizado,60.0,61.0,,3.0,0.4795,0.367,0.5,48.9,50.5
LSTM,global,GLOBAL,B,,0.3447,,,0.351,0.3554,0.1407,0.2481,,,,2.0404,-9.4915,0.6648,-0.4009,0.5263,1.2151,LSTM-01-stack,optimizado,60.0,61.0,,3.0,0.5568,0.4202,34.6,56.7,8.7
LSTM,por_ticker,AAPL,B,,0.3031,0.2628,0.1553,0.383,0.3063,0.2857,0.296,,,,-0.1019,-0.305,-0.4217,-0.2862,0.4909,0.8883,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.5571,0.4211,22.8,51.8,25.4
LSTM,por_ticker,AMZN,B,,0.3322,0.3158,0.2185,0.3352,0.4043,0.2157,0.31,,,,0.3476,0.3682,1.133,-0.2931,0.5395,1.28,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.3855,0.3553,54.4,33.3,12.3
LSTM,por_ticker,GOOGL,B,,0.3283,0.427,0.1136,0.3867,0.4497,0.1067,0.2782,,,,0.0421,-0.5237,0.1805,-0.2231,0.5182,1.0436,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.6038,0.4649,43.9,51.8,4.4
LSTM,por_ticker,META,B,,0.3408,0.1772,0.3034,0.3458,0.1842,0.4124,0.2983,,,,0.3474,0.3896,0.9251,-0.2981,0.5076,1.2629,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.4409,0.386,5.7,42.1,52.2
LSTM,global,GLOBAL,B,,0.3323,0.3484,0.1492,0.3617,0.3347,0.1872,0.261,,,,-0.2465,-3.2686,-0.1352,-0.5569,0.4945,0.9637,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.563,0.4154,32.2,54.8,13.0
LSTM,por_ticker,MSFT,B,,0.27,0.0769,0.381,0.3527,0.1389,0.4356,0.2873,,,,0.1053,-0.0897,0.5283,-0.2196,0.4621,1.133,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.4835,0.4079,4.4,36.4,59.2
LSTM,por_ticker,NVDA,B,,0.3036,0.2178,0.2388,0.3278,0.0988,0.25,0.1744,,,,-0.2418,-0.8498,-0.8465,-0.3277,0.4444,0.7707,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.6347,0.4518,8.8,68.4,22.8
LSTM,por_ticker,TSLA,B,,0.2337,0.5215,0.1558,0.2318,0.4247,0.1013,0.263,,,,-0.0043,-0.1887,-0.0075,-0.4979,0.519,0.9987,LSTM-02-bi,optimizado,20.0,61.0,,3.0,0.1695,0.3026,85.5,7.9,6.6
CNN-LSTM,por_ticker,AAPL,B,,0.3189,0.3665,0.2459,0.3067,0.3133,0.3172,0.3152,,,,-0.2317,-0.4348,-0.9526,-0.357,0.5054,0.8041,CNN-02-bi,optimizado,20.0,66.0,,3.0,0.2897,0.307,46.9,19.3,33.8
CNN-LSTM,por_ticker,NVDA,B,,0.3128,0.1935,0.3057,0.3564,0.2245,0.24,0.2322,,,,-0.0969,-0.7049,-0.3014,-0.313,0.4941,0.9176,CNN-02-bi,optimizado,20.0,66.0,,3.0,0.6047,0.443,16.2,62.7,21.1
CNN-LSTM,por_ticker,TSLA,B,,0.3749,0.4718,0.3404,0.3199,0.2973,0.3226,0.3099,,,,-0.3255,-0.5099,-0.7398,-0.5569,0.4686,0.8639,CNN-02-bi,optimizado,20.0,66.0,,3.0,0.3399,0.3202,36.8,23.2,39.9
CNN-LSTM,por_ticker,AMZN,B,,0.3719,0.3704,0.2526,0.3463,0.4111,0.1573,0.2842,,,,0.2187,0.2393,0.762,-0.2823,0.5038,1.1928,CNN-02-bi,optimizado,20.0,66.0,,3.0,0.4706,0.386,50.9,42.5,6.6
CNN-LSTM,por_ticker,MSFT,B,,0.2767,0.0,0.4059,0.3146,0.0,0.4732,0.2366,,,,-0.0425,-0.2375,-0.2262,-0.231,0.4586,0.9501,CNN-02-bi,optimizado,20.0,66.0,,3.0,0.4706,0.4079,0.0,31.1,68.9
CNN-LSTM,por_ticker,GOOGL,B,,0.2569,0.2456,0.0,0.3305,0.3651,0.0,0.1825,,,,0.0448,-0.521,0.2506,-0.1782,0.5088,1.0829,CNN-02-bi,optimizado,20.0,66.0,,3.0,0.6264,0.4649,25.0,75.0,0.0
CNN-LSTM,por_ticker,META,B,,0.2611,0.1194,0.102,0.376,0.3168,0.2712,0.294,,,,0.1175,0.1596,0.4003,-0.1529,0.5185,1.1332,CNN-02-bi,optimizado,20.0,66.0,,3.0,0.5401,0.4211,16.7,64.5,18.9
CNN-LSTM,global,GLOBAL,B,,0.3179,,,0.3003,0.09,0.4284,0.2592,,,,-0.378,-3.4001,-0.2018,-0.6732,0.4904,0.956,CNN-02-bi,optimizado,20.0,66.0,,3.0,0.3825,0.3578,4.3,28.6,67.1
CNN-LSTM,por_ticker,AAPL,B,,0.3455,0.3832,0.1802,0.3199,0.2677,0.323,0.2953,,,,-0.2733,-0.4764,-1.1724,-0.3931,0.472,0.7508,CNN-04-multikernel,optimizado,20.0,66.0,,3.0,0.369,0.3246,29.8,29.4,40.8
CNN-LSTM,por_ticker,NVDA,B,,0.2138,0.1379,0.0,0.309,0.1053,0.1856,0.1454,,,,0.0467,-0.5613,0.1452,-0.2983,0.4167,1.0504,CNN-04-multikernel,optimizado,20.0,66.0,,3.0,0.636,0.4518,6.6,73.7,19.7
CNN-LSTM,por_ticker,TSLA,B,,0.2827,0.4945,0.1839,0.3565,0.4308,0.2545,0.3427,,,,0.0813,-0.1031,0.1445,-0.3442,0.4915,1.0285,CNN-04-multikernel,optimizado,20.0,66.0,,3.0,0.3841,0.3728,57.5,22.4,20.2
