fecha_hora,via,dataset,modelo,exp,modo,tipo,ticker,lookback,config_json,semillas,n_train,n_val,n_eval,val_f1_ens,val_f1_mean,val_f1_std,eval_f1_ens,eval_f1_mean,eval_f1_std,eval_f1_buy,eval_f1_hold,eval_f1_sell,eval_sharpe,eval_win_rate,eval_profit_factor,eval_max_dd,eval_signal_buy,eval_signal_hold,eval_signal_sell,epocas,segundos,es_evaluacion_en_test,notas
2026-08-14 21:40:40,V1-D5_pooling,v1,CNN,B,dev,global,GLOBAL,20.0,"{""lookback"": 20, ""escalador"": ""minmax"", ""clip"": 0.0, ""alineado"": true, ""arch"": ""cnn"", ""hidden"": 128, ""layers"": 2, ""dropout"": 0.3, ""bidir"": true, ""pooling"": ""last"", ""filtros"": [64, 128, 192], ""kernel"": 3, ""dilatacion"": 1, ""batchnorm"": true, ""fc_dim"": 128, ""pool_cnn"": ""flatten"", ""epochs"": 80, ""patience"": 15, ""batch"": 128, ""lr"": 0.001, ""weight_decay"": 0.0001, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 1.0, ""criterio"": ""val_loss"", ""loss"": ""ce"", ""label_smooth"": 0.0, ""focal_gamma"": 2.0, ""refit_trainval"": false}","[42, 1, 7, 2024, 100]",8813,1750,1764,0.2677,0.2895,0.0323,0.3296,0.3306,0.0196,0.2147,0.526,0.2483,-0.1351,0.5043,0.9578,-0.4901,12.9,67.4,19.7,"[2, 3, 6, 5, 2]",32.8,False,variante=flatten
2026-08-14 21:41:19,V1-D5_pooling,v1,CNN-LSTM,B,dev,global,GLOBAL,20.0,"{""lookback"": 20, ""escalador"": ""minmax"", ""clip"": 0.0, ""alineado"": false, ""arch"": ""cnn_lstm"", ""hidden"": 128, ""layers"": 2, ""dropout"": 0.3, ""bidir"": false, ""pooling"": ""last"", ""filtros"": [64, 128], ""kernel"": 3, ""dilatacion"": 1, ""batchnorm"": true, ""fc_dim"": 128, ""pool_cnn"": ""gap_gmp"", ""epochs"": 80, ""patience"": 15, ""batch"": 128, ""lr"": 0.001, ""weight_decay"": 0.0001, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 1.0, ""criterio"": ""val_loss"", ""loss"": ""ce"", ""label_smooth"": 0.0, ""focal_gamma"": 2.0, ""refit_trainval"": false}","[42, 1, 7, 2024, 100]",8673,1610,1624,0.2916,0.2936,0.0164,0.3374,0.335,0.0098,0.2077,0.4975,0.3069,-0.4168,0.4916,0.8849,-0.576,12.7,59.8,27.5,"[9, 3, 4, 6, 3]",39.0,False,variante=last
2026-08-14 21:41:58,V1-D5_pooling,v1,CNN-LSTM,B,dev,global,GLOBAL,20.0,"{""lookback"": 20, ""escalador"": ""minmax"", ""clip"": 0.0, ""alineado"": false, ""arch"": ""cnn_lstm"", ""hidden"": 128, ""layers"": 2, ""dropout"": 0.3, ""bidir"": false, ""pooling"": ""meanmax"", ""filtros"": [64, 128], ""kernel"": 3, ""dilatacion"": 1, ""batchnorm"": true, ""fc_dim"": 128, ""pool_cnn"": ""gap_gmp"", ""epochs"": 80, ""patience"": 15, ""batch"": 128, ""lr"": 0.001, ""weight_decay"": 0.0001, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 1.0, ""criterio"": ""val_loss"", ""loss"": ""ce"", ""label_smooth"": 0.0, ""focal_gamma"": 2.0, ""refit_trainval"": false}","[42, 1, 7, 2024, 100]",8673,1610,1624,0.2307,0.2464,0.0183,0.3104,0.3055,0.0293,0.1533,0.5156,0.2622,-0.3689,0.4945,0.8825,-0.5469,7.1,71.9,21.0,"[2, 3, 9, 4, 4]",39.5,False,variante=meanmax
2026-08-14 21:42:40,V1-D5_pooling,v1,CNN-LSTM,B,dev,global,GLOBAL,20.0,"{""lookback"": 20, ""escalador"": ""minmax"", ""clip"": 0.0, ""alineado"": false, ""arch"": ""cnn_lstm"", ""hidden"": 128, ""layers"": 2, ""dropout"": 0.3, ""bidir"": false, ""pooling"": ""attn"", ""filtros"": [64, 128], ""kernel"": 3, ""dilatacion"": 1, ""batchnorm"": true, ""fc_dim"": 128, ""pool_cnn"": ""gap_gmp"", ""epochs"": 80, ""patience"": 15, ""batch"": 128, ""lr"": 0.001, ""weight_decay"": 0.0001, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 1.0, ""criterio"": ""val_loss"", ""loss"": ""ce"", ""label_smooth"": 0.0, ""focal_gamma"": 2.0, ""refit_trainval"": false}","[42, 1, 7, 2024, 100]",8673,1610,1624,0.2299,0.2581,0.0365,0.3201,0.3051,0.0382,0.2029,0.5098,0.2477,-0.0301,0.5388,0.99,-0.5539,12.5,71.4,16.1,"[1, 10, 2, 5, 3]",41.3,False,variante=attn
2026-08-14 21:43:26,V1-D6_refit,v1,LSTM,B,dev,global,GLOBAL,20.0,"{""lookback"": 20, ""escalador"": ""minmax"", ""clip"": 0.0, ""alineado"": true, ""arch"": ""lstm"", ""hidden"": 128, ""layers"": 2, ""dropout"": 0.3, ""bidir"": true, ""pooling"": ""last"", ""filtros"": [64, 128, 192], ""kernel"": 3, ""dilatacion"": 1, ""batchnorm"": true, ""fc_dim"": 128, ""pool_cnn"": ""gap_gmp"", ""epochs"": 80, ""patience"": 15, ""batch"": 128, ""lr"": 0.001, ""weight_decay"": 0.0001, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 1.0, ""criterio"": ""val_f1"", ""loss"": ""ce"", ""label_smooth"": 0.0, ""focal_gamma"": 2.0, ""refit_trainval"": false}","[42, 1, 7, 2024, 100]",8813,1750,1764,0.3531,0.3538,0.0067,0.3475,0.3417,0.0127,0.2923,0.3824,0.3679,-0.5345,0.492,0.8855,-0.7989,23.9,32.8,43.3,"[11, 6, 3, 21, 12]",46.5,False,variante=no
2026-08-14 21:44:34,V1-D6_refit,v1,LSTM,B,dev,global,GLOBAL,20.0,"{""lookback"": 20, ""escalador"": ""minmax"", ""clip"": 0.0, ""alineado"": true, ""arch"": ""lstm"", ""hidden"": 128, ""layers"": 2, ""dropout"": 0.3, ""bidir"": true, ""pooling"": ""last"", ""filtros"": [64, 128, 192], ""kernel"": 3, ""dilatacion"": 1, ""batchnorm"": true, ""fc_dim"": 128, ""pool_cnn"": ""gap_gmp"", ""epochs"": 80, ""patience"": 15, ""batch"": 128, ""lr"": 0.001, ""weight_decay"": 0.0001, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 1.0, ""criterio"": ""val_f1"", ""loss"": ""ce"", ""label_smooth"": 0.0, ""focal_gamma"": 2.0, ""refit_trainval"": true}","[42, 1, 7, 2024, 100]",8813,1750,1764,0.3531,0.3538,0.0067,0.287,0.2943,0.0328,0.193,0.5352,0.1328,-0.2402,0.4652,0.9095,-0.4594,11.8,76.4,11.8,"[11, 6, 3, 21, 12]",67.8,False,variante=si
2026-08-14 21:45:24,V1-D6_refit,v1,CNN,B,dev,global,GLOBAL,20.0,"{""lookback"": 20, ""escalador"": ""minmax"", ""clip"": 0.0, ""alineado"": true, ""arch"": ""cnn"", ""hidden"": 128, ""layers"": 2, ""dropout"": 0.3, ""bidir"": true, ""pooling"": ""last"", ""filtros"": [64, 128, 192], ""kernel"": 3, ""dilatacion"": 1, ""batchnorm"": true, ""fc_dim"": 128, ""pool_cnn"": ""gap_gmp"", ""epochs"": 80, ""patience"": 15, ""batch"": 128, ""lr"": 0.001, ""weight_decay"": 0.0001, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 1.0, ""criterio"": ""val_loss"", ""loss"": ""ce"", ""label_smooth"": 0.0, ""focal_gamma"": 2.0, ""refit_trainval"": false}","[42, 1, 7, 2024, 100]",8813,1750,1764,0.2474,0.254,0.0138,0.3331,0.3139,0.0221,0.2399,0.5155,0.2438,-0.1888,0.521,0.9417,-0.5844,15.9,66.3,17.9,"[2, 4, 13, 17, 19]",50.1,False,variante=no
2026-08-14 21:46:37,V1-D6_refit,v1,CNN,B,dev,global,GLOBAL,20.0,"{""lookback"": 20, ""escalador"": ""minmax"", ""clip"": 0.0, ""alineado"": true, ""arch"": ""cnn"", ""hidden"": 128, ""layers"": 2, ""dropout"": 0.3, ""bidir"": true, ""pooling"": ""last"", ""filtros"": [64, 128, 192], ""kernel"": 3, ""dilatacion"": 1, ""batchnorm"": true, ""fc_dim"": 128, ""pool_cnn"": ""gap_gmp"", ""epochs"": 80, ""patience"": 15, ""batch"": 128, ""lr"": 0.001, ""weight_decay"": 0.0001, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 1.0, ""criterio"": ""val_loss"", ""loss"": ""ce"", ""label_smooth"": 0.0, ""focal_gamma"": 2.0, ""refit_trainval"": true}","[42, 1, 7, 2024, 100]",8813,1750,1764,0.2474,0.254,0.0138,0.333,0.2897,0.0263,0.2783,0.4754,0.2453,-0.0426,0.4954,0.9876,-0.5802,22.1,57.1,20.8,"[2, 4, 13, 17, 19]",73.0,False,variante=si
2026-08-14 21:47:17,V1-D6_refit,v1,CNN-LSTM,B,dev,global,GLOBAL,20.0,"{""lookback"": 20, ""escalador"": ""minmax"", ""clip"": 0.0, ""alineado"": false, ""arch"": ""cnn_lstm"", ""hidden"": 128, ""layers"": 2, ""dropout"": 0.3, ""bidir"": false, ""pooling"": ""last"", ""filtros"": [64, 128], ""kernel"": 3, ""dilatacion"": 1, ""batchnorm"": true, ""fc_dim"": 128, ""pool_cnn"": ""gap_gmp"", ""epochs"": 80, ""patience"": 15, ""batch"": 128, ""lr"": 0.001, ""weight_decay"": 0.0001, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 1.0, ""criterio"": ""val_loss"", ""loss"": ""ce"", ""label_smooth"": 0.0, ""focal_gamma"": 2.0, ""refit_trainval"": false}","[42, 1, 7, 2024, 100]",8673,1610,1624,0.2916,0.2936,0.0164,0.3374,0.335,0.0098,0.2077,0.4975,0.3069,-0.4168,0.4916,0.8849,-0.576,12.7,59.8,27.5,"[9, 3, 4, 6, 3]",40.4,False,variante=no
2026-08-14 21:48:08,V1-D6_refit,v1,CNN-LSTM,B,dev,global,GLOBAL,20.0,"{""lookback"": 20, ""escalador"": ""minmax"", ""clip"": 0.0, ""alineado"": false, ""arch"": ""cnn_lstm"", ""hidden"": 128, ""layers"": 2, ""dropout"": 0.3, ""bidir"": false, ""pooling"": ""last"", ""filtros"": [64, 128], ""kernel"": 3, ""dilatacion"": 1, ""batchnorm"": true, ""fc_dim"": 128, ""pool_cnn"": ""gap_gmp"", ""epochs"": 80, ""patience"": 15, ""batch"": 128, ""lr"": 0.001, ""weight_decay"": 0.0001, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 1.0, ""criterio"": ""val_loss"", ""loss"": ""ce"", ""label_smooth"": 0.0, ""focal_gamma"": 2.0, ""refit_trainval"": true}","[42, 1, 7, 2024, 100]",8673,1610,1624,0.2916,0.2936,0.0164,0.3464,0.2931,0.0374,0.2287,0.465,0.3455,-0.2601,0.497,0.935,-0.6258,14.1,49.2,36.7,"[9, 3, 4, 6, 3]",50.5,False,variante=si
2026-08-14 22:30:56,V2-finalista,v1,LSTM,B,dev,global,GLOBAL,10.0,"{""lookback"": 10, ""escalador"": ""robust"", ""clip"": 0.0, ""alineado"": true, ""arch"": ""lstm"", ""hidden"": 118, ""layers"": 2, ""dropout"": 0.43076719561956667, ""bidir"": false, ""pooling"": ""attn"", ""filtros"": [64, 128, 192], ""kernel"": 3, ""dilatacion"": 1, ""batchnorm"": true, ""fc_dim"": 128, ""pool_cnn"": ""gap_gmp"", ""epochs"": 100, ""patience"": 20, ""batch"": 64, ""lr"": 0.00015934275835801813, ""weight_decay"": 0.0007777647470212787, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 5.0, ""criterio"": ""val_loss"", ""loss"": ""focal"", ""label_smooth"": 0.0, ""focal_gamma"": 1.4326011305186719, ""refit_trainval"": false}","[42, 1, 7, 2024, 100]",8813,1750,1764,0.3076,0.3092,0.019,0.3633,0.3615,0.0053,0.2746,0.4557,0.3596,-0.1271,0.507,0.9689,-0.6274,20.7,43.1,36.2,"[7, 4, 4, 8, 5]",87.0,False,trial=67
2026-08-14 22:32:39,V2-finalista,v1,LSTM,B,dev,global,GLOBAL,10.0,"{""lookback"": 10, ""escalador"": ""robust"", ""clip"": 0.0, ""alineado"": true, ""arch"": ""lstm"", ""hidden"": 116, ""layers"": 3, ""dropout"": 0.3225089630958836, ""bidir"": false, ""pooling"": ""attn"", ""filtros"": [64, 128, 192], ""kernel"": 3, ""dilatacion"": 1, ""batchnorm"": true, ""fc_dim"": 128, ""pool_cnn"": ""gap_gmp"", ""epochs"": 100, ""patience"": 20, ""batch"": 64, ""lr"": 8.816188174001814e-05, ""weight_decay"": 0.0008141054081609036, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 0.5, ""criterio"": ""val_loss"", ""loss"": ""focal"", ""label_smooth"": 0.0, ""focal_gamma"": 1.749535882812712, ""refit_trainval"": false}","[42, 1, 7, 2024, 100]",8813,1750,1764,0.3268,0.3255,0.0284,0.358,0.35,0.018,0.3199,0.4022,0.3518,-0.2085,0.5047,0.9531,-0.6802,30.2,33.5,36.3,"[2, 4, 14, 8, 10]",102.5,False,trial=58
2026-08-14 22:33:18,V2-finalista,v1,LSTM,B,dev,global,GLOBAL,40.0,"{""lookback"": 40, ""escalador"": ""robust"", ""clip"": 0.0, ""alineado"": true, ""arch"": ""lstm"", ""hidden"": 19, ""layers"": 3, ""dropout"": 0.05615502678745947, ""bidir"": true, ""pooling"": ""last"", ""filtros"": [64, 128, 192], ""kernel"": 3, ""dilatacion"": 1, ""batchnorm"": true, ""fc_dim"": 128, ""pool_cnn"": ""gap_gmp"", ""epochs"": 100, ""patience"": 20, ""batch"": 256, ""lr"": 0.00012419868498405242, ""weight_decay"": 0.0018918960737621178, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 0.5, ""criterio"": ""val_loss"", ""loss"": ""focal"", ""label_smooth"": 0.0, ""focal_gamma"": 1.2572184973692249, ""refit_trainval"": false}","[42, 1, 7, 2024, 100]",8813,1750,1764,0.3324,0.3328,0.0154,0.3454,0.3359,0.0202,0.2977,0.5032,0.2353,-0.1398,0.5193,0.9613,-0.7266,21.0,59.0,20.1,"[9, 10, 1, 15, 2]",38.9,False,trial=53
2026-08-14 22:33:42,V2-finalista,v1,LSTM,B,dev,global,GLOBAL,10.0,"{""lookback"": 10, ""escalador"": ""robust"", ""clip"": 0.0, ""alineado"": true, ""arch"": ""lstm"", ""hidden"": 52, ""layers"": 1, ""dropout"": 0.46528233804576796, ""bidir"": true, ""pooling"": ""meanmax"", ""filtros"": [64, 128, 192], ""kernel"": 3, ""dilatacion"": 1, ""batchnorm"": true, ""fc_dim"": 128, ""pool_cnn"": ""gap_gmp"", ""epochs"": 100, ""patience"": 20, ""batch"": 256, ""lr"": 0.0016478644336222357, ""weight_decay"": 0.008600168150919156, ""class_weight"": ""balanced"", ""scheduler"": ""none"", ""grad_clip"": 0.5, ""criterio"": ""val_loss"", ""loss"": ""focal"", ""label_smooth"": 0.0, ""focal_gamma"": 1.4613200931619594, ""refit_trainval"": false}","[42, 1, 7, 2024, 100]",8813,1750,1764,0.3087,0.3229,0.0093,0.3572,0.3465,0.0194,0.2692,0.4446,0.3578,-0.2535,0.4936,0.9394,-0.6653,16.7,42.3,40.9,"[6, 4, 2, 4, 2]",23.9,False,trial=44
2026-08-14 22:35:15,V2-finalista,v1,LSTM,B,dev,global,GLOBAL,10.0,"{""lookback"": 10, ""escalador"": ""robust"", ""clip"": 0.0, ""alineado"": true, ""arch"": ""lstm"", ""hidden"": 78, ""layers"": 1, ""dropout"": 0.5808952600022732, ""bidir"": false, ""pooling"": ""attn"", ""filtros"": [64, 128, 192], ""kernel"": 3, ""dilatacion"": 1, ""batchnorm"": true, ""fc_dim"": 128, ""pool_cnn"": ""gap_gmp"", ""epochs"": 100, ""patience"": 20, ""batch"": 64, ""lr"": 0.0010954973444029662, ""weight_decay"": 0.0020050108096525423, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 5.0, ""criterio"": ""val_loss"", ""loss"": ""focal"", ""label_smooth"": 0.0, ""focal_gamma"": 1.405508377703987, ""refit_trainval"": false}","[42, 1, 7, 2024, 100]",8813,1750,1764,0.3304,0.3261,0.0169,0.3534,0.3516,0.0095,0.2949,0.3905,0.3748,-0.2851,0.49,0.9367,-0.6504,22.2,32.2,45.6,"[9, 10, 16, 6, 10]",93.4,False,trial=74
2026-08-14 23:02:38,V2-finalista,v1,CNN,B,dev,global,GLOBAL,10,"{""lookback"": 10, ""escalador"": ""robust"", ""clip"": 0.0, ""alineado"": true, ""arch"": ""cnn"", ""hidden"": 128, ""layers"": 2, ""dropout"": 0.022526736010091503, ""bidir"": true, ""pooling"": ""last"", ""filtros"": [36, 72, 144], ""kernel"": 7, ""dilatacion"": 1, ""batchnorm"": false, ""fc_dim"": 116, ""pool_cnn"": ""gap"", ""epochs"": 100, ""patience"": 20, ""batch"": 128, ""lr"": 2.4065569402138704e-05, ""weight_decay"": 0.05860568103104996, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 5.0, ""criterio"": ""val_f1_ma3"", ""loss"": ""focal"", ""label_smooth"": 0.0, ""focal_gamma"": 2.443448123485113, ""refit_trainval"": false}","[42, 1, 7, 2024, 100]",8813,1750,1764,0.331,0.3345,0.0165,0.3488,0.3533,0.013,0.2919,0.39,0.3646,-0.5395,0.5017,0.8832,-0.7675,24.7,32.9,42.4,"[4, 8, 9, 21, 26]",57.9,False,trial=51
2026-08-14 23:03:30,V2-finalista,v1,CNN,B,dev,global,GLOBAL,10,"{""lookback"": 10, ""escalador"": ""robust"", ""clip"": 0.0, ""alineado"": true, ""arch"": ""cnn"", ""hidden"": 128, ""layers"": 2, ""dropout"": 0.1601964773392689, ""bidir"": true, ""pooling"": ""last"", ""filtros"": [25, 50, 100, 200], ""kernel"": 3, ""dilatacion"": 2, ""batchnorm"": false, ""fc_dim"": 218, ""pool_cnn"": ""gap"", ""epochs"": 100, ""patience"": 20, ""batch"": 128, ""lr"": 3.5484411826024625e-05, ""weight_decay"": 0.01837567946702053, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 5.0, ""criterio"": ""val_f1_ma3"", ""loss"": ""focal"", ""label_smooth"": 0.0, ""focal_gamma"": 2.554369762180163, ""refit_trainval"": false}","[42, 1, 7, 2024, 100]",8813,1750,1764,0.3475,0.3356,0.0073,0.36,0.36,0.0092,0.3358,0.4698,0.2742,0.2324,0.536,1.0627,-0.4617,29.6,49.5,20.8,"[8, 8, 7, 10, 9]",51.9,False,trial=63
2026-08-14 23:04:36,V2-finalista,v1,CNN,B,dev,global,GLOBAL,10,"{""lookback"": 10, ""escalador"": ""robust"", ""clip"": 0.0, ""alineado"": true, ""arch"": ""cnn"", ""hidden"": 128, ""layers"": 2, ""dropout"": 0.1576717004659018, ""bidir"": true, ""pooling"": ""last"", ""filtros"": [50, 100], ""kernel"": 7, ""dilatacion"": 1, ""batchnorm"": false, ""fc_dim"": 101, ""pool_cnn"": ""gap"", ""epochs"": 100, ""patience"": 20, ""batch"": 128, ""lr"": 1.2120246019447426e-05, ""weight_decay"": 0.05598223252076369, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 0.5, ""criterio"": ""val_f1_ma3"", ""loss"": ""focal"", ""label_smooth"": 0.0, ""focal_gamma"": 2.480189988405459, ""refit_trainval"": false}","[42, 1, 7, 2024, 100]",8813,1750,1764,0.3457,0.3359,0.0177,0.3591,0.344,0.0221,0.293,0.4454,0.3389,-0.5536,0.5038,0.8735,-0.7686,24.9,40.9,34.2,"[19, 13, 40, 5, 29]",66.3,False,trial=50
2026-08-14 23:05:34,V2-finalista,v1,CNN,B,dev,global,GLOBAL,10,"{""lookback"": 10, ""escalador"": ""robust"", ""clip"": 0.0, ""alineado"": true, ""arch"": ""cnn"", ""hidden"": 128, ""layers"": 2, ""dropout"": 0.18010691301747428, ""bidir"": true, ""pooling"": ""last"", ""filtros"": [31, 62, 124, 248], ""kernel"": 3, ""dilatacion"": 2, ""batchnorm"": false, ""fc_dim"": 180, ""pool_cnn"": ""gap_gmp"", ""epochs"": 100, ""patience"": 20, ""batch"": 128, ""lr"": 3.903861552108349e-05, ""weight_decay"": 0.009183363265489741, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 5.0, ""criterio"": ""val_f1"", ""loss"": ""focal"", ""label_smooth"": 0.0, ""focal_gamma"": 2.1624019371178074, ""refit_trainval"": false}","[42, 1, 7, 2024, 100]",8813,1750,1764,0.3269,0.3385,0.0109,0.3807,0.3443,0.013,0.3181,0.4633,0.3606,0.2139,0.531,1.0542,-0.4584,26.6,42.5,31.0,"[7, 24, 7, 9, 3]",57.3,False,trial=70
2026-08-14 23:06:34,V2-finalista,v1,CNN,B,dev,global,GLOBAL,10,"{""lookback"": 10, ""escalador"": ""robust"", ""clip"": 0.0, ""alineado"": true, ""arch"": ""cnn"", ""hidden"": 128, ""layers"": 2, ""dropout"": 0.09365770666487525, ""bidir"": true, ""pooling"": ""last"", ""filtros"": [33, 66], ""kernel"": 7, ""dilatacion"": 1, ""batchnorm"": false, ""fc_dim"": 86, ""pool_cnn"": ""flatten"", ""epochs"": 100, ""patience"": 20, ""batch"": 128, ""lr"": 1.646477865108201e-05, ""weight_decay"": 0.03591830439991, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 0.5, ""criterio"": ""val_loss"", ""loss"": ""focal"", ""label_smooth"": 0.0, ""focal_gamma"": 2.3963933625678253, ""refit_trainval"": false}","[42, 1, 7, 2024, 100]",8813,1750,1764,0.3176,0.2999,0.0452,0.3501,0.3232,0.0617,0.3004,0.4073,0.3426,-0.2241,0.5082,0.9476,-0.579,24.7,37.9,37.5,"[22, 21, 1, 27, 31]",60.9,False,trial=48
2026-08-14 23:23:13,V4-features,v1,LSTM,B,dev,global,GLOBAL,20,"{""lookback"": 20, ""escalador"": ""minmax"", ""clip"": 0.0, ""alineado"": true, ""arch"": ""lstm"", ""hidden"": 128, ""layers"": 2, ""dropout"": 0.3, ""bidir"": true, ""pooling"": ""last"", ""filtros"": [64, 128, 192], ""kernel"": 3, ""dilatacion"": 1, ""batchnorm"": true, ""fc_dim"": 128, ""pool_cnn"": ""gap_gmp"", ""epochs"": 80, ""patience"": 15, ""batch"": 128, ""lr"": 0.001, ""weight_decay"": 0.0001, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 1.0, ""criterio"": ""val_f1"", ""loss"": ""ce"", ""label_smooth"": 0.0, ""focal_gamma"": 2.0, ""refit_trainval"": false}","[42, 1, 7, 2024, 100]",8813,1750,1764,0.3531,0.3538,0.0067,0.3475,0.3417,0.0127,0.2923,0.3824,0.3679,-0.5345,0.492,0.8855,-0.7989,23.9,32.8,43.3,"[11, 6, 3, 21, 12]",59.4,False,dataset=v1
2026-08-14 23:24:05,V4-features,v1,CNN,B,dev,global,GLOBAL,20,"{""lookback"": 20, ""escalador"": ""minmax"", ""clip"": 0.0, ""alineado"": true, ""arch"": ""cnn"", ""hidden"": 128, ""layers"": 2, ""dropout"": 0.3, ""bidir"": true, ""pooling"": ""last"", ""filtros"": [64, 128, 192], ""kernel"": 3, ""dilatacion"": 1, ""batchnorm"": true, ""fc_dim"": 128, ""pool_cnn"": ""gap_gmp"", ""epochs"": 80, ""patience"": 15, ""batch"": 128, ""lr"": 0.001, ""weight_decay"": 0.0001, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 1.0, ""criterio"": ""val_loss"", ""loss"": ""ce"", ""label_smooth"": 0.0, ""focal_gamma"": 2.0, ""refit_trainval"": false}","[42, 1, 7, 2024, 100]",8813,1750,1764,0.2474,0.254,0.0138,0.3331,0.3139,0.0221,0.2399,0.5155,0.2438,-0.1888,0.521,0.9417,-0.5844,15.9,66.3,17.9,"[2, 4, 13, 17, 19]",51.9,False,dataset=v1
2026-08-14 23:24:50,V4-features,v1,CNN-LSTM,B,dev,global,GLOBAL,20,"{""lookback"": 20, ""escalador"": ""minmax"", ""clip"": 0.0, ""alineado"": true, ""arch"": ""cnn_lstm"", ""hidden"": 128, ""layers"": 2, ""dropout"": 0.3, ""bidir"": false, ""pooling"": ""last"", ""filtros"": [64, 128], ""kernel"": 3, ""dilatacion"": 1, ""batchnorm"": true, ""fc_dim"": 128, ""pool_cnn"": ""gap_gmp"", ""epochs"": 80, ""patience"": 15, ""batch"": 128, ""lr"": 0.001, ""weight_decay"": 0.0001, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 1.0, ""criterio"": ""val_loss"", ""loss"": ""ce"", ""label_smooth"": 0.0, ""focal_gamma"": 2.0, ""refit_trainval"": false}","[42, 1, 7, 2024, 100]",8813,1750,1764,0.2488,0.2688,0.0333,0.3062,0.3085,0.0194,0.112,0.5216,0.2851,-0.7924,0.4596,0.7676,-0.7907,6.0,69.2,24.8,"[6, 3, 8, 3, 3]",44.7,False,dataset=v1
2026-08-14 23:26:08,V4-features,v5,LSTM,B,dev,global,GLOBAL,20,"{""lookback"": 20, ""escalador"": ""minmax"", ""clip"": 0.0, ""alineado"": true, ""arch"": ""lstm"", ""hidden"": 128, ""layers"": 2, ""dropout"": 0.3, ""bidir"": true, ""pooling"": ""last"", ""filtros"": [64, 128, 192], ""kernel"": 3, ""dilatacion"": 1, ""batchnorm"": true, ""fc_dim"": 128, ""pool_cnn"": ""gap_gmp"", ""epochs"": 80, ""patience"": 15, ""batch"": 128, ""lr"": 0.001, ""weight_decay"": 0.0001, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 1.0, ""criterio"": ""val_f1"", ""loss"": ""ce"", ""label_smooth"": 0.0, ""focal_gamma"": 2.0, ""refit_trainval"": false}","[42, 1, 7, 2024, 100]",8813,1750,1764,0.3518,0.3357,0.0042,0.3738,0.3575,0.0122,0.3391,0.4074,0.375,-0.1277,0.5203,0.9713,-0.7412,28.4,34.5,37.1,"[9, 11, 1, 20, 18]",73.2,False,dataset=v5
2026-08-14 23:26:46,V4-features,v5,CNN,B,dev,global,GLOBAL,20,"{""lookback"": 20, ""escalador"": ""minmax"", ""clip"": 0.0, ""alineado"": true, ""arch"": ""cnn"", ""hidden"": 128, ""layers"": 2, ""dropout"": 0.3, ""bidir"": true, ""pooling"": ""last"", ""filtros"": [64, 128, 192], ""kernel"": 3, ""dilatacion"": 1, ""batchnorm"": true, ""fc_dim"": 128, ""pool_cnn"": ""gap_gmp"", ""epochs"": 80, ""patience"": 15, ""batch"": 128, ""lr"": 0.001, ""weight_decay"": 0.0001, ""class_weight"": ""balanced"", ""scheduler"": ""plateau"", ""grad_clip"": 1.0, ""criterio"": ""val_loss"", ""loss"": ""ce"", ""label_smooth"": 0.0, ""focal_gamma"": 2.0, ""refit_trainval"": false}","[42, 1, 7, 2024, 100]",8813,1750,1764,0.3132,0.2986,0.0312,0.361,0.3317,0.0399,0.2383,0.5048,0.3401,-0.1755,0.5251,0.953,-0.5499,18.1,56.0,26.0,"[1, 1, 5, 5, 3]",37.8,False,dataset=v5
