ticker,p_sell,p_hold,p_buy,y_true,y_true_lbl,r_forward
AMZN,0.3182747028669323,0.3748556626358948,0.3068696344971729,2,BUY,0.03057093586711227
AMZN,0.3079051690145146,0.4082914677431825,0.283803363242303,1,HOLD,-0.003940606259072855
AMZN,0.27626724977816347,0.41659227476172517,0.30714047546011136,1,HOLD,0.0033724076943096397
AMZN,0.2966952970451646,0.417024587173312,0.28628011578152335,1,HOLD,0.0017910076284830656
AMZN,0.31139615038812835,0.4050013105680188,0.28360253904385285,1,HOLD,0.010765909591411497
AMZN,0.31138787094351217,0.4061577495792626,0.28245437947722535,0,SELL,-0.011289768498294606
AMZN,0.28251305801083004,0.4213720369870887,0.29611490500208115,0,SELL,-0.016111647069703763
AMZN,0.31499399843851533,0.37894294262197037,0.30606305893951435,1,HOLD,0.00288041832828813
AMZN,0.3298159158795363,0.378820679814871,0.29136340430559265,2,BUY,0.041984146824532165
AMZN,0.33005337716594396,0.38672742407244404,0.2832191987616119,0,SELL,-0.01431613896889294
AMZN,0.2913600219840516,0.40991720204019483,0.2987227759757537,2,BUY,0.014994810804568525
AMZN,0.2941320166139796,0.4116194775022862,0.2942485058837342,1,HOLD,0.010124998519937195
AMZN,0.3015335716879959,0.4225060166002887,0.2759604117117154,0,SELL,-0.033765520828453625
AMZN,0.33232294287720426,0.38361404253287795,0.28406301458991773,1,HOLD,-0.0016511904499798356
AMZN,0.3147901687843734,0.41077015459627414,0.27443967661935265,0,SELL,-0.007858600093329492
AMZN,0.3010168439238405,0.39990863305425844,0.2990745230219012,2,BUY,0.014274139722700788
AMZN,0.29578124536384853,0.40197286739019583,0.30224588724595564,2,BUY,0.011257360441086762
AMZN,0.30382161396402924,0.3845256726805187,0.311652713355452,0,SELL,-0.010436704109897131
AMZN,0.3259568299018029,0.37106403347537087,0.3029791366228262,1,HOLD,-0.001685208986324988
AMZN,0.3284882390305139,0.37831167507132213,0.293200085898164,1,HOLD,0.001080590559717161
AMZN,0.33055366314046314,0.34287215674483196,0.3265741801147049,0,SELL,-0.016771933038536895
AMZN,0.28704553360460494,0.4066374154023745,0.30631705099302053,0,SELL,-0.030871872178262885
AMZN,0.30147672284523064,0.3578048332389329,0.3407184439158365,1,HOLD,-0.002267986025112884
AMZN,0.30365554907370407,0.3621993418542918,0.33414510907200407,0,SELL,-0.009398795415484473
AMZN,0.3150554555742284,0.3481276835037069,0.33681686092206464,1,HOLD,0.007444168873481812
AMZN,0.2919481809971316,0.37310810427031366,0.3349437147325548,2,BUY,0.010815805882780046
AMZN,0.2891190626367287,0.38827513750093984,0.3226057998623315,0,SELL,-0.011771724709007034
AMZN,0.30264368775869926,0.3734887971859995,0.3238675150553012,1,HOLD,0.004815990813160187
AMZN,0.3112553280708999,0.36662972555791723,0.3221149463711829,1,HOLD,0.008035429408424817
AMZN,0.31539865907141407,0.3641055033974158,0.3204958375311701,0,SELL,-0.01312477732054764
AMZN,0.2837477477535109,0.3783395226570982,0.33791272958939084,1,HOLD,0.006312318256467209
AMZN,0.30836868680479856,0.3556617412536112,0.3359695719415902,1,HOLD,0.003975811225101454
AMZN,0.2875443158727805,0.3714552540435814,0.341000430083638,2,BUY,0.015391813667974614
AMZN,0.31437353106359883,0.36443890275811847,0.3211875661782827,2,BUY,0.011126943813862119
AMZN,0.31867632085435715,0.3640047387537932,0.3173189403918496,0,SELL,-0.05121476887040818
AMZN,0.3075699756758511,0.3059788702794283,0.38645115404472047,2,BUY,0.016955828210376053
AMZN,0.30969826708680637,0.35358074870287953,0.33672098421031404,0,SELL,-0.016863378479674927
AMZN,0.33759932197142517,0.3058526129819323,0.3565480650466425,1,HOLD,-0.0037966156016826813
AMZN,0.356034862184048,0.3031711210741101,0.3407940167418419,1,HOLD,-0.005115842622809568
AMZN,0.3649955332025057,0.26488300700752415,0.3701214597899701,1,HOLD,-0.006689964147498498
AMZN,0.3266794822536319,0.2992843152862591,0.374036202460109,2,BUY,0.016018234695332655
AMZN,0.3048139358007693,0.3585352166241731,0.33665084757505753,2,BUY,0.025314357693141158
AMZN,0.3147473936483718,0.3534699504429281,0.33178265590870026,0,SELL,-0.01854683769726401
AMZN,0.3371063024130692,0.33657822393986847,0.32631547364706226,2,BUY,0.014304177190941961
AMZN,0.33066374600747267,0.3692301041475366,0.3001061498449908,2,BUY,0.014013300747685163
AMZN,0.31255689147704535,0.3867887020056285,0.30065440651732617,2,BUY,0.012234712914707927
AMZN,0.31511511928424013,0.3923715550748292,0.2925133256409307,1,HOLD,0.009995255600938363
AMZN,0.3271741302788825,0.3710156280061772,0.30181024171494025,1,HOLD,0.00456970894129321
AMZN,0.3456974053075403,0.35605936409686345,0.29824323059559626,0,SELL,-0.03283904572023767
AMZN,0.32422920677572553,0.3289509685487959,0.3468198246754785,2,BUY,0.09152568904562086
AMZN,0.34785077558983546,0.3147696412013364,0.33737958320882827,2,BUY,0.039264803615285844
AMZN,0.3188603625076837,0.33582423995722127,0.34531539753509505,0,SELL,-0.018597025701107325
AMZN,0.31010554272057,0.329799553389992,0.360094903889438,1,HOLD,0.0035233445181079427
AMZN,0.3393338623159553,0.3429787068179975,0.3176874308660472,0,SELL,-0.029034574612610754
AMZN,0.3245782112281814,0.33486066828639,0.3405611204854285,1,HOLD,0.005621146751201347
AMZN,0.335528119136427,0.3278518532269135,0.33662002763665944,2,BUY,0.0161931675138767
AMZN,0.32171172942983445,0.35266550020739673,0.3256227703627688,1,HOLD,0.0028141212824006312
AMZN,0.3069548041590779,0.37338883102282927,0.3196563648180928,0,SELL,-0.01986689759076167
AMZN,0.31552493995243536,0.37215098793812407,0.31232407210944063,0,SELL,-0.027483132611142096
AMZN,0.3225484454551146,0.32812700599824596,0.3493245485466394,0,SELL,-0.01223891180071706
AMZN,0.3230222753893376,0.31314949625457916,0.36382822835608325,1,HOLD,-0.007785167790615942
AMZN,0.3337632026628484,0.2807394857890914,0.3854973115480601,0,SELL,-0.045328527802621185
AMZN,0.33252824469344106,0.261282818154777,0.40618893715178195,1,HOLD,0.0006288715862684946
AMZN,0.37328556807089824,0.25235468663784694,0.3743597452912548,0,SELL,-0.025238376767976148
AMZN,0.3411204186612714,0.2432049111257323,0.41567467021299626,2,BUY,0.01621670892983362
